"efo_id","disease_full_name","number_of_associations"
"HP_0001269","Hemiparesis",100
"HP_0002384","Focal impaired awareness seizure",47
"EFO_0009853","convulsion",333
"HP_0003429","CNS hypomyelination",17
"HP_0001270","Motor delay",79
"HP_0002194","Delayed gross motor development",14
"HP_0001591","Bell-shaped thorax",9
"HP_0000678","Dental crowding",16
"HP_0011090","Fused teeth",2
"HP_0100763","abnormality of the lymphatic system",1081
"HP_0012649","increased inflammatory response",2341
"EFO_1001478","systemic inflammatory response syndrome",428
"HP_0012235","drug-induced agranulocytosis",153
"HP_0011025","Abnormal cardiovascular system physiology",971
"HP_0001649","Tachycardia",365
"HP_0005165","Shortened PR interval",4
"HP_0031860","Abnormal heart rate variability",2
"EFO_0009829","vascular smooth muscle hypertrophy",8
"HP_0011565","Common atrium",8
"HP_0001397","Hepatic steatosis",1305
"HP_0002034","abnormality of the rectum",1
"EFO_1000908","duodenal obstruction",7
"EFO_0005632","intestinal necrosis",23
"HP_0002031","Abnormality of esophagus morphology",31
"EFO_0006886","pancreaticobiliary malunion",1
"HP_0001290","Generalized hypotonia",49
"HP_0003482","EMG: axonal abnormality",2
"HP_0001281","Tetany",17
"EFO_0009336","velopharyngeal dysfunction",102
"HP_0000202","Oral cleft",1026
"HP_0000154","Wide mouth",53
"HP_0000447","Pear-shaped nose",1
"HP_0000577","Exotropia",24
"HP_0007936","Restrictive external ophthalmoplegia",1
"HP_0000618","Blindness",9
"HP_0000581","Blepharophimosis",44
"HP_0000263","Oxycephaly",2
"EFO_0007051","vein graft stenosis",21
"HP_0002027","abdominal pain",124
"EFO_0009956","post-operative stroke",11
"EFO_0005324","post-operative sensory disturbance",1
"EFO_0006928","motion sickness",173
"EFO_0003952","fever of unknown origin",141
"EFO_0009840","tachypnea",85
"EFO_0009842","respiratory depression",90
"EFO_0009841","irregular respiration",12
"EFO_0007665","ear protrusion",6
"EFO_0007303","hepatitis E virus infection",113
"EFO_0007274","Flaviviridae infectious disease",2453
"EFO_0007142","Alphavirus infectious disease",78
"EFO_0007178","borna disease",60
"EFO_0007349","lumpy skin disease",13
"EFO_0007189","Caliciviridae infectious disease",0
"EFO_0007223","Coronaviridae infectious disease",266
"EFO_1001347","Herpes Labialis",18
"EFO_0007284","geotrichosis",0
"DOID_10113","trypanosomiasis",537
"EFO_1001419","Schistosomiasis japonica",44
"EFO_0007400","oesophagostomiasis",0
"EFO_0007530","urinary schistosomiasis",92
"EFO_1001168","scrapie",310
"EFO_1000976","hypertensive encephalopathy",117
"MONDO_0021108","meningitis (disease)",431
"EFO_1001236","viral meningitis",80
"MONDO_0001316","streptococcal meningitis",158
"MONDO_0016104","infectious disease with peripheral neuropathy",1073
"EFO_1000829","bacterial conjunctivitis",85
"MONDO_0025294","tick-borne infectious disease",659
"MONDO_0004944","neurosyphilis",3
"EFO_1001318","Escherichia coli Infections",91
"MONDO_0041806","drug-resistant tuberculosis",135
"MONDO_0000368","extrapulmonary tuberculosis",170
"EFO_0007347","listeriosis",221
"EFO_1001377","Neisseriaceae Infections",0
"MONDO_0024392","anaerobic balanitis",0
"MONDO_0000316","opportunistic bacterial infectious disease",18
"EFO_0003103","urinary tract infection",843
"EFO_0003878","urethritis",55
"EFO_1001753","abdominal abscess",20
"Orphanet_401942","Familial median cleft of the upper and lower lips",0
"Orphanet_99045","Double outlet right ventricle with subpulmonary ventricular septal defect",0
"MONDO_0019817","congenital mitral valve insufficiency and/or stenosis",0
"EFO_0007244","Ebstein anomaly",19
"Orphanet_157769","Situs ambiguus",10
"Orphanet_90794","Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency",58
"Orphanet_315311","Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form",0
"Orphanet_325061","46,XX disorder of sex development induced by fetoplacental androgens excess",2
"Orphanet_96264","49,XXXXY syndrome",0
"Orphanet_90642","Syndromic genetic deafness",4647
"Orphanet_280406","Familial steroid-resistant nephrotic syndrome with sensorineural deafness",83
"Orphanet_300284","Connective tissue disorder due to lysyl hydroxylase-3 deficiency",13
"Orphanet_269550","Genetic non-syndromic central nervous system malformation",2591
"Orphanet_306527","Isolated hereditary congenital facial paralysis",0
"Orphanet_268980","Isolated focal cortical dysplasia type Ib",0
"Orphanet_300570","Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation",32
"Orphanet_269510","Congenital non-communicating hydrocephalus",0
"Orphanet_3388","Neural tube defect",881
"Orphanet_268357","Neural tube closure defect",390
"Orphanet_268770","Upper thoracic spina bifida cystica",0
"Orphanet_268752","Thoracolumbosacral spina bifida cystica",0
"Orphanet_1136","Arnold-Chiari malformation type II",10
"Orphanet_199647","Isolated encephalocele",17
"Orphanet_268823","Occipital encephalocele",12
"Orphanet_86822","Lissencephaly type 3 - metacarpal bone dysplasia",22
"Orphanet_531","Miller-Dieker syndrome",544
"MONDO_0018496","ARX-related encephalopathy-brain malformation spectrum",97
"Orphanet_306617","X-linked complicated spastic paraplegia type 1",0
"Orphanet_2427","Macrocephaly - short stature - paraplegia",0
"Orphanet_404493","Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency",35
"Orphanet_1454","Joubert syndrome with hepatic defect",69
"Orphanet_1177","Early-onset cerebellar ataxia with retained tendon reflexes",0
"Orphanet_1175","X-linked progressive cerebellar ataxia",14
"Orphanet_101111","Spinocerebellar ataxia type 25",92
"Orphanet_363710","Spinocerebellar ataxia type 37",282
"Orphanet_314647","Non-progressive cerebellar ataxia with intellectual disability",5
"Orphanet_1182","Spastic ataxia with congenital miosis",19
"Orphanet_1180","Ataxia - hypogonadism - choroidal dystrophy",71
"Orphanet_209967","Episodic ataxia type 6",12
"Orphanet_294016","Microcephaly-capillary malformation syndrome",22
"Orphanet_1226","Bamforth-Lazarus syndrome",17
"Orphanet_71270","Auriculoocular anomalies - cleft lip",0
"Orphanet_2894","Pilotto syndrome",0
"Orphanet_3263","Syngnathia - cleft palate",0
"Orphanet_141127","Congenital tracheal stenosis",2
"Orphanet_2959","Progéria - short stature - pigmented nevi",3
"Orphanet_401854","Lipoic acid biosynthesis defect",537
"Orphanet_254902","Renal tubulopathy - encephalopathy - liver failure",39
"Orphanet_352582","Familial infantile myoclonic epilepsy",10
"Orphanet_254788","Maternally-inherited mitochondrial myopathy",148
"Orphanet_1670","Chronic diarrhea with villous atrophy",0
"Orphanet_254822","Mitochondrial oxidative phosphorylation disorder with no known mechanism",749
"Orphanet_330050","Lethal encephalopathy due to mitochondrial and peroxisomal fission defect",24
"Orphanet_50812","Zellweger-like syndrome without peroxisomal anomalies",0
"Orphanet_79195","Sterol biosynthesis disorder",593
"Orphanet_308393","Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B",7
"Orphanet_97593","Pseudohypoparathyroidism",244
"Orphanet_93178","Partial prune belly syndrome",0
"Orphanet_488","Urachal cyst",1
"MONDO_0015932","non-syndromic urogenital tract malformation of female",0
"Orphanet_3411","Double uterus - hemivagina - renal agenesis",0
"Orphanet_99329","48,XYYY syndrome",0
"Orphanet_295051","Lower limb hypertrophy",1
"Orphanet_79447","X-linked lethal multiple pterygium syndrome",28
"Orphanet_1143","Neurogenic arthrogryposis multiplex congenita",156
"MONDO_0015215","non-syndromic diaphragmatic or abdominal wall malformation",689
"Orphanet_179490","Obesity due to congenital leptin resistance",550
"Orphanet_71528","Obesity due to prohormone convertase I deficiency",14
"Orphanet_397973","Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome",3
"Orphanet_168984","CLAPO syndrome",1
"Orphanet_93945","X-linked intellectual disability, Porteous type",0
"Orphanet_557","Isolated anorectal malformation",82
"Orphanet_2464","Marfanoid syndrome, De Silva type",1
"Orphanet_388","Hirschsprung disease",654
"Orphanet_183557","Genetic developmental defect of the eye",4489
"EFO_1000968","hydrophthalmos",0
"Orphanet_91483","Rieger anomaly",23
"Orphanet_98946","Coloboma of eyelid",0
"MONDO_0007350","coloboma, ocular, autosomal dominant",31
"Orphanet_91396","Isolated cryptophthalmia",11
"Orphanet_98984","Pulverulent cataract",66
"Orphanet_98986","Coppock-like cataract",71
"Orphanet_1373","Cataract - aberrant oral frenula - growth delay",0
"Orphanet_1352","Atrioventricular defect - blepharophimosis -radial defects",54
"Orphanet_98155","Gonosome anomaly",679
"Orphanet_263756","Partial deletion of the long arm of chromosome X",13
"Orphanet_98797","Isochromosomy Yp",0
"Orphanet_261534","49,XXXYY syndrome",0
"Orphanet_238446","15q11q13 microduplication syndrome",232
"Orphanet_1711","Mosaic trisomy 17",2
"Orphanet_96061","Mosaic trisomy 8",11
"Orphanet_1692","Mosaic trisomy 1",0
"Orphanet_262658","Partial trisomy/tetrasomy of the short arm of chromosome 12",15
"Orphanet_262785","Partial duplication of the short arm of chromosome 11",1
"Orphanet_313947","2q23.1 microduplication syndrome",0
"Orphanet_262833","Partial duplication of the long arm of chromosome 1",53
"Orphanet_262995","Partial trisomy of the long arm of chromosome 20",0
"Orphanet_262932","Partial duplication of the long arm of chromosome 13",0
"Orphanet_96191","Paternal uniparental disomy of chromosome 6",0
"Orphanet_284169","10p11.21p12.31 microdeletion syndrome",20
"Orphanet_281","Monosomy 5p",90
"Orphanet_1627","Distal monosomy 5q",0
"Orphanet_262092","Partial deletion of the long arm of chromosome 11",159
"Orphanet_96152","Distal monosomy 20q",0
"Orphanet_261304","Paternal 20q13.2q13.3 microdeletion syndrome",0
"Orphanet_261257","Distal 17p13.3 microdeletion syndrome",0
"Orphanet_261766","Partial deletion of chromosome 1",289
"Orphanet_262110","Partial deletion of the long arm of chromosome 14",13
"MONDO_0020018","cranial malformation",1667
"Orphanet_2007","Alar cartilages hypoplasia - coloboma - telecanthus",7
"Orphanet_2994","Short stature - craniofacial anomalies - genital hypoplasia",7
"Orphanet_1094","Anonychia - microcephaly",0
"Orphanet_2135","Hennekam-Beemer syndrome",30
"Orphanet_2326","Kallmann syndrome - heart disease",0
"Orphanet_141333","Biemond syndrome type 2",9
"Orphanet_1193","Atkin-Flaitz syndrome",29
"Orphanet_52183","Premature chromosome condensation with microcephaly and intellectual disability",196
"MONDO_0000734","Ohdo syndrome and variants",16
"Orphanet_2083","Prominent glabella - microcephaly - hypogenitalism",101
"Orphanet_352577","Severe feeding difficulties - failure to thrive - microcephaly due to ASXL3 deficiency",3
"Orphanet_324416","Muscular hypertrophy - hepatomegaly - polyhydramnios",0
"Orphanet_2519","Microcephaly - seizures - intellectual disability - heart disease",0
"Orphanet_363965","Koolen-De Vries syndrome due to a point mutation",0
"EFO_0009062","Temple-Baraitser syndrome",4
"MONDO_0012561","congenital anomalies of kidney and urinary tract 1, susceptibility to",1
"Orphanet_1851","Multicystic dysplastic kidney",92
"Orphanet_2238","Familial isolated hypoparathyroidism",305
"Orphanet_183631","Rare genetic thyroid disease",812
"Orphanet_226310","Peripheral hypothyroidism",171
"Orphanet_226295","Primary congenital hypothyroidism",104
"Orphanet_30925","Hereditary central diabetes insipidus",250
"Orphanet_314802","Short stature due to partial GHR deficiency",1
"Orphanet_79211","Combined hyperlipidemia",226
"Orphanet_79506","Cholesterol-ester transfer protein deficiency",376
"Orphanet_235936","Familial hyperaldosteronism",243
"Orphanet_2232","Primary hypergonadotropic hypogonadism - partial alopecia",4
"Orphanet_99811","Neuronal intestinal pseudoobstruction",0
"EFO_1000063","lactose intolerance adult type",55
"MONDO_0060642","neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features",1
"EFO_1001352","Kartagener Syndrome",30
"MONDO_0014553","Tenorio syndrome",1
"Orphanet_60030","Loeys-Dietz syndrome",132
"MONDO_0014888","MIRAGE syndrome",15
"Orphanet_85447","Familial amyloid polyneuropathy",54
"Orphanet_79204","Lipid storage disease",2407
"MONDO_0016397","lysosomal disease with epilepsy",2045
"Orphanet_289899","Organic aciduria",4951
"Orphanet_247525","Citrullinemia type I",24
"Orphanet_210128","Urocanic aciduria",52
"Orphanet_289863","Atypical glycine encephalopathy",4
"Orphanet_284417","Phosphoserine aminotransferase deficiency",4
"Orphanet_284804","Ocular albinism",75
"MONDO_0000698","gamma-amino butyric acid metabolism disorder",289
"MONDO_0000351","disorder of methionine catabolism",30
"Orphanet_69723","Tyrosinemia type 3",12
"Orphanet_391457","HSD10 disease, neonatal type",0
"Orphanet_28","Vitamin B12-responsive methylmalonic acidemia",49
"Orphanet_308425","Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency",12
"Orphanet_79190","Disorder of phenylalanin or tyrosine metabolism",362
"Orphanet_79187","Disorder of peptide metabolism",155
"Orphanet_1032","Hyperdibasic aminoaciduria type 1",4
"Orphanet_309340","Disorder of lysosomal-related organelles",662
"MONDO_0000015","classic complement early component deficiency",109
"EFO_0005596","vitamin metabolic disorder",1358
"Orphanet_3006","Pyridoxine-dependent epilepsy",267
"Orphanet_34527","Familial primary hypomagnesemia with normocalciuria and normocalcemia",42
"Orphanet_168583","Hereditary North American Indian childhood cirrhosis",2
"Orphanet_2088","Glycogen storage disease due to GLUT2 deficiency",277
"Orphanet_309824","Disorder of metabolite absorption and transport",2172
"Orphanet_309851","Disorder of manganese transport",260
"Orphanet_309001","Disorder of carbohydrate absorption and transport",737
"Orphanet_309469","Disorder of O-mannosylglycan synthesis",480
"Orphanet_263501","COG4-CDG",18
"Orphanet_79330","GCS1-CDG",6
"Orphanet_371157","Congenital disorder of glycosylation with hepatic involvement",1413
"EFO_1001868","congenital contractures of the limbs and face, hypotonia, and developmental delay",10
"Orphanet_240085","Progressive supranuclear palsy - parkinsonism",37
"Orphanet_183503","Genetic central nervous system and retinal vascular disease",3162
"MONDO_0019588","autosomal recessive nonsyndromic deafness",29
"Orphanet_207015","Rare hereditary disease with peripheral neuropathy",4273
"Orphanet_207028","Cerebellar ataxia with peripheral neuropathy",510
"Orphanet_88619","Familial acute necrotizing encephalopathy",9
"Orphanet_1229","Congenital intrauterine infection-like syndrome",74
"EFO_1001884","dental phobia",57
"EFO_1001889","flying phobia",1
"MONDO_0010435","nystagmus 6, congenital, X-linked",1
"Orphanet_157946","Huntington disease-like 3",14
"MONDO_0033374","epileptic encephalopathy, early infantile, 65",1
"Orphanet_93951","X-linked dominant intellectual disability - epilepsy syndrome",1
"Orphanet_200037","Paroxysmal dystonia",268
"Orphanet_53351","X-linked dystonia-parkinsonism",77
"Orphanet_307064","Rare genetic myoclonus",534
"Orphanet_306719","Neurodegenerative disease with chorea",1259
"Orphanet_225147","Sporadic infantile bilateral striatal necrosis",0
"Orphanet_280620","Progressive myoclonic epilepsy type 6",61
"Orphanet_166302","Benign partial epilepsy with secondarily generalized seizures in infancy",0
"MONDO_0056797","neurodevelopmental disorder with midbrain and hindbrain malformations",1
"MONDO_0030917","intellectual disability, autosomal dominant 51",1
"Orphanet_3052","X-linked intellectual disability - seizures - psoriasis",8
"Orphanet_163956","X-linked intellectual disability, Nascimento type",7
"Orphanet_775","X-linked intellectual disability, Martinez type",0
"Orphanet_85327","X-linked intellectual disability - acromegaly - hyperactivity",0
"Orphanet_3064","X-linked intellectual disability, Wittner type",0
"Orphanet_280219","Pelizaeus-Merzbacher disease, classic form",3
"Orphanet_2580","Shoulder and girdle defects - familial intellectual disability",0
"Orphanet_2928","Polyneuropathy - intellectual disability - acromicria - premature menopause",0
"Orphanet_356996","Intellectual disability - hypotonia - spasticity - sleep disorder",36
"Orphanet_363722","Alexander disease type II",1
"Orphanet_171863","Autosomal dominant spastic paraplegia type 42",39
"Orphanet_401785","Autosomal recessive spastic paraplegia type 62",32
"Orphanet_320332","X-linked pure spastic paraplegia",17
"Orphanet_397946","Autosomal recessive spastic paraplegia type 58",4
"Orphanet_99015","Spastic paraplegia type 2",9
"Orphanet_171629","Autosomal recessive spastic paraplegia type 35",40
"Orphanet_157719","Juvenile or adult CACH syndrome",44
"Orphanet_77295","Odontoleukodystrophy",14
"Orphanet_139441","Hypomyelination with atrophy of basal ganglia and cerebellum",21
"MONDO_0014632","hypomyelinating leukodystrophy 10",1
"Orphanet_2924","Isolated polycystic liver disease",154
"MONDO_0020604","X-linked dominant disease",103
